"","turquoise_gene"
"3849","AL157935.1"
"3850","MAPKBP1"
"3851","ZFYVE19"
"3852","WWC1"
"3853","ALG10B"
"3854","GLYCTK-AS1"
"3855","GLYCTK"
"3856","TFCP2"
"3857","SDK1"
"3858","TSPAN14"
"3859","FMO4"
"3860","PSMC4"
"3861","LRRN3"
"3862","PSMC2"
"3863","ZNF808"
"3864","SEC23IP"
"3865","WARS2"
"3866","S100PBP"
"3867","CSTA"
"3868","AKTIP"
"3869","CD5L"
"3870","CHD3"
"3871","ZNF562"
"3872","ZC3HAV1L"
"3873","IQANK1"
"3874","TEF"
"3875","PIWIL1"
"3876","CHAF1A"
"3877","PTGS1"
"3878","CELA2B"
"3879","LBR"
"3880","AC004224.2"
"3881","CKAP4"
"3882","HSPG2"
"3883","HS3ST1"
"3884","PCDH19"
"3885","TAZ"
"3886","PPARA"
"3887","SSX1"
"3888","P2RX4"
"3889","BFAR"
"3890","C10orf88"
"3891","SCOC"
"3892","AHCYL1"
"3893","DMRTB1"
"3894","RNF207"
"3895","NCAPG2"
"3896","APOBR"
"3897","AC091045.1"
"3898","CCDC32"
"3899","POTEG"
"3900","POTEM"
"3901","UBE2H"
"3902","FAS"
"3903","UBE2T"
"3904","KCNE1"
"3905","KCNE1B"
"3906","PRRC2B"
"3907","PGGHG"
"3908","CACNA1A"
"3909","TIRAP"
"3910","AC068831.1"
"3911","IMP3"
"3912","SLC38A10"
"3913","TNFRSF14"
"3914","PIGU"
"3915","NMI"
"3916","PRKDC"
"3917","MARCH10"
"3918","AC005821.1"
"3919","PARVG"
"3920","CARNMT1"
"3921","OR14A2"
"3922","AC118470.1"
"3923","GALM"
"3924","ARMS2"
"3925","BX842242.1"
"3926","TDRD9"
"3927","GC"
"3928","TGIF1"
"3929","GNAI2"
"3930","TMEM254"
"3931","C6orf15"
"3932","ASF1B"
"3933","EFL1"
"3934","DYRK4"
"3935","DCTN1"
"3936","ZNF670-ZNF695"
"3937","GOLGA6L3"
"3938","SLC2A5"
"3939","TMEM9B"
"3940","THSD1"
"3941","CSNK2B"
"3942","PRPF4"
"3943","PPP2R5D"
"3944","STKLD1"
"3945","ZBTB34"
"3946","CLDN17"
"3947","ZBTB47"
"3948","CTTNBP2"
"3949","EGR2"
"3950","KDSR"
"3951","NRTN"
"3952","TEN1-CDK3"
"3953","EPHB3"
"3954","MYL12A"
"3955","TMEM30A"
"3956","ACAD8"
"3957","ABTB1"
"3958","CSMD1"
"3959","SCN1B"
"3960","HSD17B6"
"3961","BRPF1"
"3962","TRA2A"
"3963","MRGBP"
"3964","ZCWPW2"
"3965","AC098650.1"
"3966","TMEM64"
"3967","LINC00534"
"3968","TFDP1"
"3969","DIDO1"
"3970","GPRIN1"
"3971","CD151"
"3972","KRT2"
"3973","REEP3"
"3974","SIRPA"
"3975","C5orf58"
"3976","AKAP10"
"3977","MAN1A1"
"3978","ZNF77"
"3979","GATA3"
"3980","STAMBP"
"3981","LRRC57"
"3982","DNAJA3"
"3983","CCDC120"
"3984","MPP5"
"3985","TAF1L"
"3986","MEF2A"
"3987","MSTO1"
"3988","TMEM126B"
"3989","IQCJ"
"3990","MKLN1"
"3991","VPS9D1"
"3992","RPS6KA5"
"3993","KRT9"
"3994","TFPT"
"3995","PANX1"
"3996","ARHGEF35"
"3997","C7orf25"
"3998","C9orf116"
"3999","SBF1"
"4000","AP1M2"
"4001","ERF"
"4002","PRMT5-AS1"
"4003","PRMT5"
"4004","DLEU2L"
"4005","TRAPPC12"
"4006","MYO7B"
"4007","CLCC1"
"4008","DYNC1H1"
"4009","AL118558.1"
"4010","MSH5-SAPCD1"
"4011","VDAC3"
"4012","LUC7L"
"4013","UNC93B1"
"4014","SBK3"
"4015","BOC"
"4016","GP5"
"4017","SLC2A4RG"
"4018","GTF2H3"
"4019","JDP2"
"4020","TRIM35"
"4021","PNPO"
"4022","PSPC1"
"4023","ZNF813"
"4024","AL137782.1"
"4025","UCHL3"
"4026","LMO7-AS1"
"4027","GRM4"
"4028","RSPH3"
"4029","COG3"
"4030","RCC2"
"4031","PRUNE1"
"4032","TMPPE"
"4033","AQP11"
"4034","H2AFY2"
"4035","PREB"
"4036","PRKCSH"
"4037","ZNF730"
"4038","GAGE12J"
"4039","SLC5A10"
"4040","IFNE"
"4041","RASGRP2"
"4042","LPIN1"
"4043","RTEL1"
"4044","FOXF2"
"4045","ERICH6"
"4046","AL136988.2"
"4047","GALNT2"
"4048","GNA15"
"4049","FLI1"
"4050","ANAPC10"
"4051","C11orf74"
"4052","ZDHHC5"
"4053","CBWD5"
"4054","GOLGA6L9"
"4055","TPK1"
"4056","PIK3IP1"
"4057","SLC39A6"
"4058","KLHL3"
"4059","AKT1"
"4060","SCAF1"
"4061","MED13L"
"4062","ZNF74"
"4063","TRMT112"
"4064","FBXO45"
"4065","NKRF"
"4066","FAM180B"
"4067","ARGFX"
"4068","CCP110"
"4069","SLC37A3"
"4070","HEATR9"
"4071","INSL6"
"4072","INSIG1"
"4073","ABCD3"
"4074","WASF3"
"4075","AHCTF1"
"4076","RAVER1"
"4077","LRCH3"
"4078","ARHGAP45"
"4079","TRIL"
"4080","AC005013.1"
"4081","C8orf89"
"4082","TECTB"
"4083","C9orf64"
"4084","PLAC8L1"
"4085","TDRKH"
"4086","CBWD3"
"4087","CDKN1C"
"4088","MTMR1"
"4089","MAMLD1"
"4090","TMEM117"
"4091","LINC01620"
"4092","IL12RB1"
"4093","FAAP100"
"4094","GGACT"
"4095","YME1L1"
"4096","METTL1"
"4097","CLN8"
"4098","CHMP1A"
"4099","NCBP1"
"4100","ZNF3"
"4101","DNAJC28"
"4102","FUZ"
"4103","CLCF1"
"4104","WDR33"
"4105","ALKBH4"
"4106","SENP5"
"4107","MT1M"
"4108","RFTN1"
"4109","PTER"
"4110","TKFC"
"4111","RLN2"
"4112","GIPR"
"4113","PLPP4"
"4114","RFPL4AL1"
"4115","REC8"
"4116","TES"
"4117","AC073130.2"
"4118","AC002066.1"
"4119","CFAP157"
"4120","PTRH1"
"4121","CSNK2A3"
"4122","NOD2"
"4123","AC007728.2"
"4124","MGAT4B"
"4125","TPR"
"4126","RGMB"
"4127","XPOT"
"4128","NEURL4"
"4129","AC026954.2"
"4130","MYL4"
"4131","VHL"
"4132","AC034193.1"
"4133","ULK3"
"4134","KAT7"
"4135","DCTN5"
"4136","DOCK7"
"4137","ZNF747"
"4138","AC002310.4"
"4139","FMC1"
"4140","HSPA8"
"4141","DUOX1"
"4142","AC051619.6"
"4143","AC003006.1"
"4144","KIAA1586"
"4145","ZBTB9"
"4146","ADA2"
"4147","IFITM10"
"4148","RIC8A"
"4149","TSC22D1"
"4150","SENP1"
"4151","GLI1"
"4152","AL358472.5"
"4153","DENND4B"
"4154","NXNL2"
"4155","MPZL1"
"4156","PCM1"
"4157","AP001010.1"
"4158","SCN9A"
"4159","GZMA"
"4160","SUN2"
"4161","PIK3CD"
"4162","HDDC3"
"4163","OR10P1"
"4164","CDC42BPB"
"4165","PIGO"
"4166","SMARCD2"
"4167","SELENOW"
"4168","RCCD1"
"4169","NDUFV2"
"4170","IL27"
"4171","PCTP"
"4172","AL669830.1"
"4173","SEZ6L"
"4174","TMEM131L"
"4175","AC106865.2"
"4176","HCP5"
"4177","MICA"
"4178","CREG1"
"4179","AC092802.1"
"4180","LRRC55"
"4181","CHRNE"
"4182","ANXA6"
"4183","RBMS3"
"4184","TMEM259"
"4185","SPIDR"
"4186","APOC4"
"4187","ELP6"
"4188","GOLGA6L10"
"4189","IL11RA"
"4190","TOR3A"
"4191","GUCY1A1"
"4192","LZIC"
"4193","TMEM221"
"4194","CATSPER3"
"4195","AL031428.1"
"4196","KDM1A"
"4197","SRSF4"
"4198","TNPO2"
"4199","EFR3B"
"4200","MSH5"
"4201","C1orf35"
"4202","POLR2B"
"4203","UBXN8"
"4204","TRIM6"
"4205","FAM192A"
"4206","PFKP"
"4207","EFCAB2"
"4208","CRACR2B"
"4209","C11orf65"
"4210","RRNAD1"
"4211","METTL6"
"4212","CDK6"
"4213","KCNK3"
"4214","MTRR"
"4215","HMGA1"
"4216","ABHD10"
"4217","TMEM106C"
"4218","LRRC49"
"4219","AC008735.2"
"4220","U2AF2"
"4221","REXO1L1P"
"4222","HOMER3"
"4223","ARMC7"
"4224","SNAI1"
"4225","ZNF84"
"4226","PWWP2B"
"4227","YIPF1"
"4228","BRF1"
"4229","EDEM3"
"4230","TMEM130"
"4231","ORAI2"
"4232","SLC25A25"
"4233","DNAJC15"
"4234","CYB5D2"
"4235","RPRD2"
"4236","RBM3"
"4237","MID2"
"4238","AL109946.1"
"4239","APAF1"
"4240","SLC15A3"
"4241","PRPF39"
"4242","DMC1"
"4243","CCDC166"
"4244","POC1B"
"4245","CPEB4"
"4246","NT5DC4"
"4247","SQLE"
"4248","PDCD6IP"
"4249","CNP"
"4250","ATP5PB"
"4251","SEC24A"
"4252","HPN"
"4253","HPN-AS1"
"4254","MUC1"
"4255","SNHG29"
"4256","HAUS5"
"4257","SSRP1"
"4258","DOCK10"
"4259","OXSM"
"4260","UBE2N"
"4261","ZNF583"
"4262","AGO2"
"4263","SP5"
"4264","IRF2"
"4265","AL161665.1"
"4266","ARHGAP5"
"4267","CDCA4"
"4268","RALB"
"4269","LEMD2"
"4270","MARCH8"
"4271","ZNF26"
"4272","CCNDBP1"
"4273","CCDC9B"
"4274","CCDC201"
"4275","KLHDC3"
"4276","TRERF1"
"4277","MBD1"
"4278","BAALC"
"4279","BAALC-AS1"
"4280","TMEM265"
"4281","AC106886.2"
"4282","UNK"
"4283","GABRD"
"4284","CD248"
"4285","AP001107.3"
"4286","BIVM"
"4287","HGS"
"4288","INPP1"
"4289","AQP10"
"4290","CARTPT"
"4291","YPEL3"
"4292","GCAT"
"4293","WFDC10B"
"4294","AURKA"
"4295","BEST2"
"4296","PLS1"
"4297","AC072028.1"
"4298","UBAP1"
"4299","SARS"
"4300","THOC3"
"4301","SLC45A1"
"4302","RPS10-NUDT3"
"4303","AL133467.3"
"4304","TCL1B"
"4305","LPP"
"4306","SEMA3A"
"4307","SYNGR3"
"4308","TMEM88"
"4309","RPAP2"
"4310","AKIRIN2"
"4311","TBC1D25"
"4312","NUAK2"
"4313","C11orf49"
"4314","LHFPL5"
"4315","AP001931.1"
"4316","NIPAL2"
"4317","LINC01018"
"4318","NSUN2"
"4319","EPS8L1"
"4320","AL096870.1"
"4321","GANAB"
"4322","DYTN"
"4323","ATG16L2"
"4324","GRINA"
"4325","SCD"
"4326","ORC5"
"4327","HPCAL1"
"4328","NHS"
"4329","GNGT1"
"4330","RSPH10B2"
"4331","RSPH10B"
"4332","C11orf16"
"4333","KCNG2"
"4334","PGRMC2"
"4335","CTRC"
"4336","TFB1M"
"4337","FOXP2"
"4338","MARCH4"
"4339","TIMELESS"
"4340","CAPN15"
"4341","Z97986.1"
"4342","TRMT5"
"4343","EHF"
"4344","GCH1"
"4345","RPL26L1"
"4346","TMEM177"
"4347","USP9Y"
"4348","ZNF354C"
"4349","CAPN2"
"4350","STAM2"
"4351","MTMR4"
"4352","ATG10"
"4353","PPP2R1B"
"4354","CCDC89"
"4355","IFT20"
"4356","CLK4"
"4357","MINPP1"
"4358","MORC3"
"4359","ZNF362"
"4360","HEY1"
"4361","DDX42"
"4362","ARL3"
"4363","C4orf47"
"4364","STX6"
"4365","MBNL2"
"4366","ACYP1"
"4367","NDUFV3"
"4368","TAF1A"
"4369","C7orf61"
"4370","CCSER1"
"4371","IRAK4"
"4372","GNB3"
"4373","ATP2B3"
"4374","MSL3"
"4375","CAMK2G"
"4376","HABP4"
"4377","AP1M1"
"4378","SNCG"
"4379","MMRN2"
"4380","WNK1"
"4381","ZP3"
"4382","POU4F1"
"4383","LEMD3"
"4384","NUB1"
"4385","CYSLTR2"
"4386","KRT18"
"4387","SLC41A1"
"4388","ZNF540"
"4389","TBC1D23"
"4390","AC005229.5"
"4391","C7orf33"
"4392","XCR1"
"4393","ALKBH8"
"4394","DBR1"
"4395","AP000777.3"
"4396","CCDC86"
"4397","PARP16"
"4398","CST1"
"4399","AC105914.2"
"4400","ADAM29"
"4401","TAX1BP3"
"4402","AC008758.6"
"4403","ZNF709"
"4404","SCAMP3"
"4405","GAGE10"
"4406","CYBA"
"4407","RIPK3"
"4408","ADD3"
"4409","AL355312.5"
"4410","TACC3"
"4411","ENY2"
"4412","PDLIM5"
"4413","CCNG2"
"4414","WDR36"
"4415","RAMP1"
"4416","AL035461.3"
"4417","WDR62"
"4418","AC233723.2"
"4419","AC006486.1"
"4420","RABGAP1L"
"4421","MIF4GD"
"4422","OXR1"
"4423","NUDT2"
"4424","AC006213.3"
"4425","ZNF45"
"4426","FSTL1"
"4427","AC063952.1"
"4428","DNAJC11"
"4429","KCNK17"
"4430","ASB6"
"4431","PLEKHH2"
"4432","STPG2"
"4433","NPPA"
"4434","SIRT4"
"4435","BMP3"
"4436","TBC1D17"
"4437","ENPP4"
"4438","LPAR1"
"4439","RUSC1-AS1"
"4440","AP4M1"
"4441","PTCHD4"
"4442","MICB"
"4443","PTP4A3"
"4444","C12orf49"
"4445","ZNF90"
"4446","CD5"
"4447","ACOT1"
"4448","ACOT2"
"4449","POLM"
"4450","AIDA"
"4451","DM1-AS"
"4452","RNPEP"
"4453","ELF3-AS1"
"4454","CAMKMT"
"4455","BTBD11"
"4456","RDH11"
"4457","KAT8"
"4458","AC010320.2"
"4459","PPP2R1A"
"4460","ZNF875"
"4461","C1orf74"
"4462","ZNF436"
"4463","ENTPD5"
"4464","PRRC2A"
"4465","HK2"
"4466","C3orf18"
"4467","KRTAP9-6"
"4468","USE1"
"4469","FZD9"
"4470","CLEC12B"
"4471","BRF2"
"4472","TBC1D15"
"4473","TJAP1"
"4474","RAB4B"
"4475","CORO2A"
"4476","INAFM2"
"4477","AC007319.1"
"4478","INAFM1"
"4479","KRT39"
"4480","AC090150.2"
"4481","CSNK2A2"
"4482","PHB2"
"4483","KDM2B"
"4484","CECR2"
"4485","AC007666.2"
"4486","MTHFD1"
"4487","DNASE1"
"4488","TRAP1"
"4489","HSP90B1"
"4490","C12orf73"
"4491","GNRH2"
"4492","OAT"
"4493","IPPK"
"4494","EXOC6"
"4495","PRY"
"4496","AC046185.1"
"4497","PCDHB15"
"4498","PCID2"
"4499","HELZ"
"4500","COX19"
"4501","RHOU"
"4502","SLK"
"4503","ZNF2"
"4504","CABLES2"
"4505","MTX2"
"4506","PPARD"
"4507","ETV1"
"4508","TTC17"
"4509","ANKRD40"
"4510","BCL2L15"
"4511","IGFBP4"
"4512","NAGLU"
"4513","GTF2A1"
"4514","KLK15"
"4515","WDR5"
"4516","SDR39U1"
"4517","LARP4B"
"4518","PDIA5"
"4519","AC116366.2"
"4520","PTCD3"
"4521","CLEC9A"
"4522","TRAPPC4"
"4523","CDC37"
"4524","LRSAM1"
"4525","NBPF8"
"4526","REEP2"
"4527","COPB1"
"4528","PSMD11"
"4529","UQCRFS1"
"4530","DCAF11"
"4531","TMEM267"
"4532","SS18L1"
"4533","AC011447.3"
"4534","ZNF486"
"4535","OR9Q2"
"4536","TARDBP"
"4537","PCYT1B"
"4538","AC123768.3"
"4539","GOLGA8N"
"4540","KHK"
"4541","MAP3K1"
"4542","MROH7"
"4543","MRPS26"
"4544","KNDC1"
"4545","GNAL"
"4546","AVPR1A"
"4547","WDR59"
"4548","GAL3ST3"
"4549","SLC38A7"
"4550","PINLYP"
"4551","NCSTN"
"4552","RUNX1T1"
"4553","HMOX2"
"4554","AL354696.2"
"4555","ZNF274"
"4556","ARL6IP5"
"4557","MZT2A"
"4558","CBX2"
"4559","ZBED6"
"4560","ZC3H11A"
"4561","AL021707.5"
"4562","AL021707.3"
"4563","PNPLA5"
"4564","SERPINB9"
"4565","ZNF501"
"4566","ZNF257"
"4567","OAS2"
"4568","TCEAL1"
"4569","MMEL1"
"4570","RBBP5"
"4571","NCKAP1"
"4572","AC027307.3"
"4573","BMT2"
"4574","PCOTH"
"4575","C1QTNF9B"
"4576","CD244"
"4577","HSPB9"
"4578","ACBD4"
"4579","PLEKHA5"
"4580","ATP5MC2"
"4581","C2orf50"
"4582","TRMT12"
"4583","MPST"
"4584","PDCD6"
"4585","C18orf25"
"4586","CALML3-AS1"
"4587","AOC3"
"4588","ORAI3"
"4589","AC135048.1"
"4590","ZNF436-AS1"
"4591","AC026316.4"
"4592","SHOC2"
"4593","GTF3C5"
"4594","SLC9B2"
"4595","SLC2A13"
"4596","HTRA1"
"4597","SLC38A3"
"4598","ERBB3"
"4599","DNAJC5B"
"4600","AC027644.4"
"4601","DNMT3B"
"4602","NUDC"
"4603","SLC43A2"
"4604","PRR35"
"4605","BMS1"
"4606","TMEM182"
"4607","PRR12"
"4608","CAPN10"
"4609","CCDC66"
"4610","AC022509.2"
"4611","METAP2"
"4612","ZNF7"
"4613","ZNF577"
"4614","SHISA5"
"4615","EIF5"
"4616","AC009133.1"
"4617","AC009133.6"
"4618","CAMKK1"
"4619","CFAP70"
"4620","KCTD8"
"4621","AC114490.2"
"4622","ARSG"
"4623","HIPK4"
"4624","VARS2"
"4625","KDM3B"
"4626","DEPP1"
"4627","HTT"
"4628","FAM167B"
"4629","AC093791.1"
"4630","AC003986.1"
"4631","FERD3L"
"4632","TP53BP1"
"4633","TUBGCP4"
"4634","CARD9"
"4635","NOXO1"
"4636","MTREX"
"4637","OMD"
"4638","UBE2K"
"4639","ANKRD9"
"4640","SMPD4"
"4641","GOLGA5"
"4642","AL355102.2"
"4643","ENTPD4"
"4644","DTX1"
"4645","NBEAL2"
"4646","KMO"
"4647","ARHGAP24"
"4648","TIMMDC1"
"4649","PRKAR2A"
"4650","ECI2"
"4651","C6orf201"
"4652","GCM1"
"4653","CCDC82"
"4654","ARHGEF17"
"4655","DCAF13"
"4656","SGTA"
"4657","AL662844.4"
"4658","HCG27"
"4659","NPEPPS"
"4660","AC025682.1"
"4661","EHD2"
"4662","HILPDA"
"4663","AC010655.2"
"4664","AC010655.4"
"4665","MRPL4"
"4666","TMEM129"
"4667","DUSP23"
"4668","ITGB1"
"4669","DNASE1L3"
"4670","UBR7"
"4671","UBE2I"
"4672","RANBP2"
"4673","RPL10"
"4674","AC113189.2"
"4675","AC022532.1"
"4676","MED7"
"4677","TTI1"
"4678","AC025165.2"
"4679","OS9"
"4680","CPSF3"
"4681","ZDHHC12"
"4682","NAT9"
"4683","WDHD1"
"4684","COPG1"
"4685","HTATSF1"
"4686","SPA17"
"4687","BLM"
"4688","NLRX1"
"4689","MRPL36"
"4690","TPSAB1"
"4691","PPP1R8"
"4692","C17orf97"
"4693","AC099850.2"
"4694","STX16-NPEPL1"
"4695","GALNT18"
"4696","MROH7-TTC4"
"4697","ICAM2"
"4698","GCLC"
"4699","CYFIP2"
"4700","AC008676.3"
"4701","MAEA"
"4702","WASHC2A"
"4703","OSCP1"
"4704","C6orf99"
"4705","DLG1"
"4706","NEPRO"
"4707","ECHDC2"
"4708","MARCH9"
"4709","DOK6"
"4710","DCLRE1C"
"4711","DPH5"
"4712","OR2A7"
"4713","ADAM8"
"4714","AC020907.2"
"4715","FXYD1"
"4716","AC003002.1"
"4717","GOT1"
"4718","INPPL1"
"4719","ZFAND3"
"4720","PICK1"
"4721","OR4A5"
"4722","CNIH2"
"4723","NDUFA4"
"4724","OSBPL2"
"4725","RAPH1"
"4726","CLNS1A"
"4727","AC005586.1"
"4728","REPIN1"
"4729","NUCKS1"
"4730","ADAM23"
"4731","AKT3"
"4732","BCAT1"
"4733","FAM102B"
"4734","LATS1"
"4735","CLPTM1L"
"4736","YBEY"
"4737","GPN2"
"4738","TMEM67"
"4739","AC073283.3"
"4740","SLC35C2"
"4741","FUT10"
"4742","C4orf45"
"4743","ZNF568"
"4744","WDR3"
"4745","PRSS56"
"4746","ST6GALNAC6"
"4747","LMBRD2"
"4748","ABHD18"
"4749","SLC4A11"
"4750","ULK2"
"4751","DGCR8"
"4752","BTBD8"
"4753","UBLCP1"
"4754","DTWD1"
"4755","GBP6"
"4756","MIDN"
"4757","IRAK3"
"4758","TJP1"
"4759","TSPO2"
"4760","CALR"
"4761","LINC01954"
"4762","ARSI"
"4763","AC108519.1"
"4764","TM2D1"
"4765","RIPOR3"
"4766","ABCC4"
"4767","MBD3"
"4768","ECT2"
"4769","LBX2"
"4770","LHX6"
"4771","KDM4A-AS1"
"4772","KDM4A"
"4773","HYPK"
"4774","CHFR"
"4775","ENDOU"
"4776","AADACL2"
"4777","SNX15"
"4778","HIC1"
"4779","TRAF2"
"4780","TBC1D29P"
"4781","FBXL4"
"4782","PDE6D"
"4783","CDIPT"
"4784","AC011346.1"
"4785","MIR4713HG"
"4786","SSR4"
"4787","HSF2BP"
"4788","WDR12"
"4789","SHC1"
"4790","AC008443.1"
"4791","TRIM52"
"4792","VLDLR"
"4793","TRIM4"
"4794","STK10"
"4795","C17orf67"
"4796","MAP3K13"
"4797","MTUS1"
"4798","PPP1R12B"
"4799","UNC13D"
"4800","ATP2C1"
"4801","AC008575.1"
"4802","APC"
"4803","NPIPB4"
"4804","EIF3F"
"4805","A3GALT2"
"4806","NPHS1"
"4807","PDZK1IP1"
"4808","DLG3"
"4809","SFPQ"
"4810","BACH1"
"4811","MTFR2"
"4812","FOSB"
"4813","EIF1AX"
"4814","AL021920.2"
"4815","MRPL40"
"4816","MACROD2"
"4817","SORBS3"
"4818","ZNF687-AS1"
"4819","MYD88"
"4820","AC022679.1"
"4821","EIF3B"
"4822","ATP5MPL"
"4823","AC055839.2"
"4824","TPD52"
"4825","MFSD4B"
"4826","SNX20"
"4827","COA7"
"4828","AC004466.1"
"4829","CDC14A"
"4830","KLHL6"
"4831","TTTY14"
"4832","CD24P4"
"4833","DERPC"
"4834","CHTF8"
"4835","YIPF5"
"4836","RABIF"
"4837","SLC25A23"
"4838","HIVEP2"
"4839","AP3D1"
"4840","AL157935.2"
"4841","SAFB"
"4842","ASXL1"
"4843","IRF3"
"4844","PKIA"
"4845","PI4KA"
"4846","RNF2"
"4847","PDE2A"
"4848","SF3B6"
"4849","ZNF830"
"4850","AC109925.2"
"4851","HPGDS"
"4852","ECE1"
"4853","PGAP1"
"4854","ABCB7"
"4855","CLEC10A"
"4856","ZNF630-AS1"
"4857","TRNP1"
"4858","ZC3H14"
"4859","AC019068.1"
"4860","LYSMD2"
"4861","OSBPL7"
"4862","FBXO11"
"4863","MSH6"
"4864","SDCBP2"
"4865","ZNF551"
"4866","ADGRG3"
"4867","STRADA"
"4868","IPP"
"4869","NPIPB9"
"4870","OR4D5"
"4871","NR2F1"
"4872","PKP2"
"4873","DAGLB"
"4874","ARRDC1"
"4875","AL590627.2"
"4876","SLC6A6"
"4877","EDRF1"
"4878","TMEM42"
"4879","WTIP"
"4880","AMY2A"
"4881","FTSJ1"
"4882","DIMT1"
"4883","KIF2A"
"4884","NECAB3"
"4885","CEP295NL"
"4886","ZNF527"
"4887","NBPF10"
"4888","SPDYE4"
"4889","FAM3A"
"4890","CEP68"
"4891","BAMBI"
"4892","OR6B2"
"4893","TMED7"
"4894","AC010226.1"
"4895","ADCK2"
"4896","NAALADL1"
"4897","DUX4"
"4898","DUX4L6"
"4899","DUX4L3"
"4900","DUX4L5"
"4901","DUX4L1"
"4902","OR2M3"
"4903","DIP2C"
"4904","TRBV6-5"
"4905","AQP3"
"4906","CYTH1"
"4907","STX17"
"4908","TSSK4"
"4909","NELFCD"
"4910","GNAT1"
"4911","LRRC47"
"4912","AC093884.1"
"4913","CAPN1"
"4914","GALNT12"
"4915","AL136084.2"
"4916","AC009879.3"
"4917","TRDN"
"4918","STK17B"
"4919","FTO"
"4920","LILRA4"
"4921","NOTCH4"
"4922","STBD1"
"4923","CYP2T1P"
"4924","PDIA2"
"4925","BAIAP3"
"4926","PNMT"
"4927","ACSS2"
"4928","AC004223.3"
"4929","PHKB"
"4930","DEK"
"4931","BTBD6"
"4932","PLXNC1"
"4933","FAM89A"
"4934","MYL2"
"4935","ENSA"
"4936","RNASEK-C17orf49"
"4937","NBPF12"
"4938","YEATS4"
"4939","PMPCA"
"4940","POLR1E"
"4941","TARS2"
"4942","DENND2A"
"4943","TMPRSS4"
"4944","CCNL2"
"4945","SLC37A4"
"4946","METTL17"
"4947","ZNF524"
"4948","B4GALT7"
"4949","ZNF417"
"4950","AC010326.2"
"4951","AADACL2-AS1"
"4952","ELK1"
"4953","SCO2"
"4954","U62317.2"
"4955","N6AMT1"
"4956","AC010973.2"
"4957","SLC4A2"
"4958","TGM3"
"4959","CAMTA1"
"4960","AC012501.2"
"4961","UQCC3"
"4962","DNAJC3"
"4963","BPGM"
"4964","RBM19"
"4965","KNL1"
"4966","HLA-DOB"
"4967","C21orf58"
"4968","SLC2A14"
"4969","LIPE-AS1"
"4970","PABPC4"
"4971","B3GNT2"
"4972","PI4K2B"
"4973","INCENP"
"4974","GSTZ1"
"4975","OPA3"
"4976","AC005746.2"
"4977","BCAS3"
"4978","MIER3"
"4979","HLA-C"
"4980","BLMH"
"4981","AC104984.4"
"4982","PRKX"
"4983","AC004917.1"
"4984","CCDC71L"
"4985","NAIF1"
"4986","C1QTNF12"
"4987","TCHP"
"4988","ZFYVE26"
"4989","CPLANE1"
"4990","MX1"
"4991","THYN1"
"4992","GET3"
"4993","MTIF3"
"4994","SIMC1"
"4995","DNAAF5"
"4996","SNRK"
"4997","PROX2"
"4998","LY6G5C"
"4999","LRRC34"
"5000","CCDC22"
"5001","ARAP1-AS1"
"5002","FAM200B"
"5003","ECM2"
"5004","COX6B2"
"5005","AC020922.1"
"5006","ZNF197"
"5007","SKAP1"
"5008","ZNF561"
"5009","DMAC2"
"5010","RAB44"
"5011","FAM83D"
"5012","SERINC3"
"5013","ACTL6A"
"5014","CD55"
"5015","ELAVL1"
"5016","TCTN2"
"5017","CTDNEP1"
"5018","LY6G5B"
"5019","LSMEM1"
"5020","ZNF479"
"5021","ZMIZ1"
"5022","AC006064.6"
"5023","CHD4"
"5024","MAP2K1"
"5025","PYCR3"
"5026","SEMA4B"
"5027","IL2RB"
"5028","ATP13A3"
"5029","SPTBN5"
"5030","SLC25A6"
"5031","RALGAPA1"
"5032","PWWP2A"
"5033","ITGAX"
"5034","ZNF418"
"5035","LTK"
"5036","D2HGDH"
"5037","AARS"
"5038","PM20D1"
"5039","AC119673.2"
"5040","EXOSC6"
"5041","AC104532.1"
"5042","VMAC"
"5043","PLAAT4"
"5044","CTNND2"
"5045","STX18"
"5046","MMP21"
"5047","NUDT13"
"5048","CCT5"
"5049","LRRC8D"
"5050","ACTR1A"
"5051","ITPRIPL1"
"5052","RAD18"
"5053","MAP3K3"
"5054","UBE2Q2L"
"5055","PTPN7"
"5056","XYLB"
"5057","USP21"
"5058","KCTD2"
"5059","VAC14"
"5060","MCAM"
"5061","USP8"
"5062","WDR73"
"5063","MRPL34"
"5064","ABHD8"
"5065","AP2M1"
"5066","NACA2"
"5067","MTERF1"
"5068","RAD51AP2"
"5069","PIF1"
"5070","OTUD7A"
"5071","AL121974.1"
"5072","CAPRIN1"
"5073","FASTKD3"
"5074","DDN-AS1"
"5075","PRKAG1"
"5076","SMAD3"
"5077","ACVR1B"
"5078","ZNF80"
"5079","DHX57"
"5080","CEACAM6"
"5081","CAPS"
"5082","SNTG2"
"5083","TIGD6"
"5084","ELMO1"
"5085","KAT2A"
"5086","TARBP1"
"5087","RNASET2"
"5088","AL159163.1"
"5089","ATF7"
"5090","AC023509.2"
"5091","TAS2R60"
"5092","MAGEC2"
"5093","AL031073.2"
"5094","RBM41"
"5095","ZFP14"
"5096","ETNK2"
"5097","UBE2Q1"
"5098","RALGPS2"
"5099","STYK1"
"5100","RIDA"
"5101","TMEM235"
"5102","ACLY"
"5103","SH3BP1"
"5104","Z83844.2"
